Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S62564546,Trumpeter Swan,Cygnus buccinator,341,2,CA-ON,Toronto,L384530,Toronto--Humber Bay Park (East),43.622656,-79.4737351,2019-12-23,10:00 AM,eBird - Traveling Count,90,1,3.219,,1
S62564636,Trumpeter Swan,Cygnus buccinator,341,2,CA-ON,Toronto,L1356513,Toronto--Sunnyside Beach,43.6342952,-79.4672894,2019-12-23,09:25 AM,eBird - Traveling Count,30,1,1.609,,1
S59586350,Wood Duck,Aix sponsa,406,X,CA-ON,Toronto,L351715,Tommy Thompson Park,43.6276706,-79.3315839,2019-09-07,08:00 AM,eBird - Traveling Count,360,1,6.437,,20,,,TOC-led walk
S60490567,Wood Duck,Aix sponsa,406,4,CA-ON,Toronto,L351715,Tommy Thompson Park,43.6276706,-79.3315839,2019-10-08,08:20 AM,eBird - Traveling Count,480,1,8.,,2
S93591205,Wood Duck,Aix sponsa,406,4,CA-ON,Toronto,L351715,Tommy Thompson Park,43.6276706,-79.3315839,2021-08-14,08:38 AM,eBird - Traveling Count,136,1,4.86,,3
S93591206,Wood Duck,Aix sponsa,406,8,CA-ON,Toronto,L351715,Tommy Thompson Park,43.6276706,-79.3315839,2021-08-21,08:13 AM,eBird - Traveling Count,330,1,16.06,,1
S71402777,Wood Duck,Aix sponsa,406,4,CA-ON,Toronto,L421884,Toronto--Colonel Samuel Smith Park,43.5910609,-79.5112485,2020-07-12,12:57 PM,eBird - Traveling Count,224,1,8.088,,1
S72212995,Wood Duck,Aix sponsa,406,2,CA-ON,Toronto,L628194,Toronto--Don Valley Brick Works Park,43.6850669,-79.3668866,2020-08-08,09:08 AM,eBird - Traveling Count,113,1,1.822,,1
S57171517,Wood Duck,Aix sponsa,406,X,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2019-06-07,08:00 AM,eBird - Traveling Count,150,1,3.219,,1
S58371856,Wood Duck,Aix sponsa,406,X,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2019-07-22,09:55 AM,eBird - Traveling Count,120,1,4.828,,1
